gene_or_label,day,value,condition
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,240,-3.099338667,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,240,-3.99216965,0d darkness
Lactobionic acid,240,0.215279496,0d darkness
Lactulose,240,-0.178174725,0d darkness
Isoleucine,240,-1.307273641,0d darkness
Loganin,240,1.546729758,0d darkness
"3,4-Dihydroxybenzoic acid",240,-0.851426485,0d darkness
Malic acid,240,-0.610929721,0d darkness
Mimosine,240,0.02825472,0d darkness
"N,N-Dimethylglycine",240,-0.614648371,0d darkness
N-Acetyl-L-Tyrosine,240,-2.291858202,0d darkness
Naringin,240,-0.815163601,0d darkness
N-Ethylmaleamic acid,240,0.095122244,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),240,-0.060506233,0d darkness
O-palmitoyl-L-Carnitine chloride,240,0.045645961,0d darkness
Pantothenic acid (Vitamine B5) ,240,-0.389764558,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,240,-0.806778829,0d darkness
3-Hydroxyphenylacetic acid,240,0.796999889,0d darkness
porphobilinogen,240,-0.875840253,0d darkness
Purine,240,-0.709573022,0d darkness
Pyroglutamic acid,240,-1.261807461,0d darkness
"Quercetin 3,7-dirhamnoside",240,-2.82072789,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,240,-3.216896425,0d darkness
Riboflavin ,240,-0.210643864,0d darkness
Rutin,240,-2.523940854,0d darkness
Saccharic acid,240,0.503637573,0d darkness
S-Adenosyl-L-Homocysteine,240,-0.777182985,0d darkness
Sedoheptulose,240,0.172246664,0d darkness
Serine,240,-1.101285429,0d darkness
Sinapoylglucose,240,-1.331336064,0d darkness
Succinoadenosine,240,0.080385672,0d darkness
"Trehalose, alpha,beta-",240,0.189387833,0d darkness
Tyrosine,240,-0.594099825,0d darkness
Uric acid,240,-0.988362843,0d darkness
Uridine,240,-0.855251016,0d darkness
Uridine-5'-diphosphogalactose,240,-0.645729745,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,241,0.0057725,0d darkness
Phe-Val,241,0.222983707,0d darkness
6-Hydroxymelatonin,241,-0.028398204,0d darkness
adenine,241,0.25106776,0d darkness
Adenosine,241,-1.213278004,0d darkness
Allantoic acid,241,-0.514857401,0d darkness
alpha-D-Galacturonic acid 1-phosphate,241,-1.279990107,0d darkness
alpha-Ketoglutaric acid,241,-0.697085269,0d darkness
Argininosuccinic acid,241,-0.572316153,0d darkness
Aspartic acid,241,-0.417235062,0d darkness
beta-Nicotinamide adenine dinucleotide,241,-0.544382238,0d darkness
Cellobiitol,241,0.019373414,0d darkness
Citric acid,241,1.040781254,0d darkness
Flavin Mononucleotide,241,-0.134318907,0d darkness
Flavine adenine dinucleotide (FAD),241,-0.155591296,0d darkness
Formimino-L-Aspartic acid,241,0.400838944,0d darkness
Glucoalyssin,241,-2.088905417,0d darkness
Glucohirsutin,241,-0.040727525,0d darkness
Glucoiberin,241,-1.501534227,0d darkness
Gluconic acid,241,0.091514531,0d darkness
"Glutamic acid, N-acetyl-",241,-0.538752124,0d darkness
Glutathione,241,-1.014623185,0d darkness
Guanosine,241,-0.801767746,0d darkness
2-Isopropylmalic acid,241,-0.149479279,0d darkness
Histidine,241,-1.68568999,0d darkness
Iminodiacetic acid,241,-0.520433351,0d darkness
Leucine,241,-0.997653202,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,241,-2.667638051,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,241,-3.665524762,0d darkness
Lactobionic acid,241,0.039262386,0d darkness
Lactulose,241,-0.222711188,0d darkness
Isoleucine,241,-1.284449578,0d darkness
Loganin,241,-0.342177326,0d darkness
"3,4-Dihydroxybenzoic acid",241,-0.727242286,0d darkness
Malic acid,241,-0.6926102,0d darkness
Mimosine,241,0.103942785,0d darkness
"N,N-Dimethylglycine",241,-0.597514346,0d darkness
N-Acetyl-L-Tyrosine,241,-1.619589582,0d darkness
Naringin,241,-1.955780123,0d darkness
N-Ethylmaleamic acid,241,0.387736995,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),241,0.036567008,0d darkness
O-palmitoyl-L-Carnitine chloride,241,0.010612885,0d darkness
Pantothenic acid (Vitamine B5) ,241,0.054763663,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,241,-0.728112348,0d darkness
3-Hydroxyphenylacetic acid,241,0.329008791,0d darkness
porphobilinogen,241,-0.199900332,0d darkness
Purine,241,-0.732499178,0d darkness
Pyroglutamic acid,241,-1.208970198,0d darkness
"Quercetin 3,7-dirhamnoside",241,-4.229617435,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,241,-3.117411654,0d darkness
Riboflavin ,241,-0.632643425,0d darkness
Rutin,241,-2.549996763,0d darkness
Saccharic acid,241,0.217024742,0d darkness
S-Adenosyl-L-Homocysteine,241,-0.682971979,0d darkness
Sedoheptulose,241,0.259822829,0d darkness
Serine,241,-1.000462866,0d darkness
Sinapoylglucose,241,-2.076641064,0d darkness
Succinoadenosine,241,0.291493827,0d darkness
"Trehalose, alpha,beta-",241,0.263817903,0d darkness
Tyrosine,241,-0.623903836,0d darkness
Uric acid,241,-0.79524253,0d darkness
Uridine,241,-0.831530158,0d darkness
Uridine-5'-diphosphogalactose,241,-0.529262335,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,242,-0.387739868,0d darkness
Phe-Val,242,0.83073927,0d darkness
6-Hydroxymelatonin,242,-0.029181192,0d darkness
adenine,242,-0.0367149,0d darkness
Adenosine,242,-0.659066051,0d darkness
Allantoic acid,242,-0.320235942,0d darkness
alpha-D-Galacturonic acid 1-phosphate,242,-1.3575873,0d darkness
alpha-Ketoglutaric acid,242,-0.927478909,0d darkness
Argininosuccinic acid,242,-0.407790389,0d darkness
Aspartic acid,242,-0.425369074,0d darkness
beta-Nicotinamide adenine dinucleotide,242,-0.512481035,0d darkness
Cellobiitol,242,0.011914046,0d darkness
Citric acid,242,1.295151649,0d darkness
Flavin Mononucleotide,242,-0.193027562,0d darkness
Flavine adenine dinucleotide (FAD),242,-0.4551299,0d darkness
Formimino-L-Aspartic acid,242,0.341877101,0d darkness
Glucoalyssin,242,-8.024405376,0d darkness
Glucohirsutin,242,0.177918652,0d darkness
Glucoiberin,242,-1.465260767,0d darkness
Gluconic acid,242,-0.013448628,0d darkness
"Glutamic acid, N-acetyl-",242,-0.873326859,0d darkness
Glutathione,242,-1.057384498,0d darkness
Guanosine,242,-0.486218078,0d darkness
2-Isopropylmalic acid,242,-0.292902538,0d darkness
Histidine,242,-1.726193882,0d darkness
Iminodiacetic acid,242,-0.341938804,0d darkness
Leucine,242,-1.017306208,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,242,-4.070941213,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,242,-4.770420069,0d darkness
Lactobionic acid,242,-0.216056931,0d darkness
Lactulose,242,-0.22572909,0d darkness
Isoleucine,242,-1.167923466,0d darkness
Loganin,242,1.002333757,0d darkness
"3,4-Dihydroxybenzoic acid",242,-1.081667701,0d darkness
Malic acid,242,-0.544513788,0d darkness
Mimosine,242,0.018298756,0d darkness
"N,N-Dimethylglycine",242,-0.702482678,0d darkness
N-Acetyl-L-Tyrosine,242,-2.430368985,0d darkness
Naringin,242,-0.652178636,0d darkness
N-Ethylmaleamic acid,242,-0.002029498,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),242,0.050688615,0d darkness
O-palmitoyl-L-Carnitine chloride,242,-0.037116171,0d darkness
Pantothenic acid (Vitamine B5) ,242,-0.239023911,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,242,-0.678732993,0d darkness
3-Hydroxyphenylacetic acid,242,0.443145001,0d darkness
porphobilinogen,242,-0.342257463,0d darkness
Purine,242,-0.989366784,0d darkness
Pyroglutamic acid,242,-1.349986801,0d darkness
"Quercetin 3,7-dirhamnoside",242,-3.652602435,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,242,-5.246979169,0d darkness
Riboflavin ,242,-0.217646723,0d darkness
Rutin,242,-2.562217109,0d darkness
Saccharic acid,242,0.258872008,0d darkness
S-Adenosyl-L-Homocysteine,242,-0.87452397,0d darkness
Sedoheptulose,242,0.099558404,0d darkness
Serine,242,-1.112458714,0d darkness
Sinapoylglucose,242,-2.485608608,0d darkness
Succinoadenosine,242,-0.176319675,0d darkness
"Trehalose, alpha,beta-",242,0.215665483,0d darkness
Tyrosine,242,-1.043287366,0d darkness
Uric acid,242,-2.137776177,0d darkness
Uridine,242,-0.922391113,0d darkness
Uridine-5'-diphosphogalactose,242,-0.691841158,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,243,-0.17612287,0d darkness
Phe-Val,243,-0.126786133,0d darkness
6-Hydroxymelatonin,243,-0.030172119,0d darkness
adenine,243,-0.575411851,0d darkness
Adenosine,243,-0.95436476,0d darkness
Allantoic acid,243,0.510177247,0d darkness
alpha-D-Galacturonic acid 1-phosphate,243,-0.823896051,0d darkness
alpha-Ketoglutaric acid,243,-1.05419948,0d darkness
Argininosuccinic acid,243,-0.492716504,0d darkness
Aspartic acid,243,-0.431418215,0d darkness
beta-Nicotinamide adenine dinucleotide,243,-0.791864462,0d darkness
Cellobiitol,243,-0.015905435,0d darkness
Citric acid,243,1.680054358,0d darkness
Flavin Mononucleotide,243,-0.165306231,0d darkness
Flavine adenine dinucleotide (FAD),243,-0.528734364,0d darkness
Formimino-L-Aspartic acid,243,-0.046142267,0d darkness
Glucoalyssin,243,-2.424401251,0d darkness
Glucohirsutin,243,0.131327547,0d darkness
Glucoiberin,243,-1.483293985,0d darkness
Gluconic acid,243,0.084802296,0d darkness
"Glutamic acid, N-acetyl-",243,-0.850451001,0d darkness
Glutathione,243,-1.484569809,0d darkness
Guanosine,243,-1.017788797,0d darkness
2-Isopropylmalic acid,243,-0.232972743,0d darkness
Histidine,243,-1.798336252,0d darkness
Iminodiacetic acid,243,0.496176277,0d darkness
Leucine,243,-1.231001351,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,243,-3.098250267,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,243,-3.542509295,0d darkness
Lactobionic acid,243,0.16838806,0d darkness
Lactulose,243,-0.266744536,0d darkness
Isoleucine,243,-1.196734974,0d darkness
Loganin,243,-0.038343708,0d darkness
"3,4-Dihydroxybenzoic acid",243,-0.836841734,0d darkness
Malic acid,243,-0.818580504,0d darkness
Mimosine,243,0.091214241,0d darkness
"N,N-Dimethylglycine",243,-0.656001871,0d darkness
N-Acetyl-L-Tyrosine,243,-2.138638189,0d darkness
Naringin,243,-1.789392981,0d darkness
N-Ethylmaleamic acid,243,0.283653162,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),243,-0.095577643,0d darkness
O-palmitoyl-L-Carnitine chloride,243,-0.042234045,0d darkness
Pantothenic acid (Vitamine B5) ,243,0.0738543,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,243,-0.504888148,0d darkness
3-Hydroxyphenylacetic acid,243,-0.163626732,0d darkness
porphobilinogen,243,-0.24148904,0d darkness
Purine,243,-0.568333051,0d darkness
Pyroglutamic acid,243,-1.218788551,0d darkness
"Quercetin 3,7-dirhamnoside",243,-3.574181767,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,243,-3.460497312,0d darkness
Riboflavin ,243,-0.377152581,0d darkness
Rutin,243,-2.52635963,0d darkness
Saccharic acid,243,0.371653092,0d darkness
S-Adenosyl-L-Homocysteine,243,-1.021503093,0d darkness
Sedoheptulose,243,0.193244772,0d darkness
Serine,243,-1.210702576,0d darkness
Sinapoylglucose,243,-2.14458811,0d darkness
Succinoadenosine,243,0.113301284,0d darkness
"Trehalose, alpha,beta-",243,0.18671507,0d darkness
Tyrosine,243,-0.588868378,0d darkness
Uric acid,243,-1.265575993,0d darkness
Uridine,243,-1.063958486,0d darkness
Uridine-5'-diphosphogalactose,243,-0.711572221,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,244,-0.430090649,0d darkness
Phe-Val,244,0.715815935,0d darkness
6-Hydroxymelatonin,244,-0.037114744,0d darkness
adenine,244,0.162207914,0d darkness
Adenosine,244,-0.503240805,0d darkness
Allantoic acid,244,0.083603276,0d darkness
alpha-D-Galacturonic acid 1-phosphate,244,-1.356442146,0d darkness
alpha-Ketoglutaric acid,244,-0.960590397,0d darkness
Argininosuccinic acid,244,-0.771393639,0d darkness
Aspartic acid,244,-0.571765281,0d darkness
beta-Nicotinamide adenine dinucleotide,244,-0.68757944,0d darkness
Cellobiitol,244,-0.01188216,0d darkness
Citric acid,244,1.668036938,0d darkness
Flavin Mononucleotide,244,-0.271595584,0d darkness
Flavine adenine dinucleotide (FAD),244,-0.643579974,0d darkness
Formimino-L-Aspartic acid,244,0.031308832,0d darkness
Glucoalyssin,244,-7.128353743,0d darkness
Glucohirsutin,244,0.663858507,0d darkness
Glucoiberin,244,-1.45802261,0d darkness
Gluconic acid,244,-0.064432433,0d darkness
"Glutamic acid, N-acetyl-",244,-0.971237604,0d darkness
Glutathione,244,-1.309143083,0d darkness
Guanosine,244,-0.368342555,0d darkness
2-Isopropylmalic acid,244,-0.46072753,0d darkness
Histidine,244,-1.99220947,0d darkness
Iminodiacetic acid,244,0.0314904,0d darkness
Leucine,244,-1.066026952,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,244,-3.475619296,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,244,-5.135056235,0d darkness
Lactobionic acid,244,0.434073316,0d darkness
Lactulose,244,-0.1848944,0d darkness
Isoleucine,244,-0.924965754,0d darkness
Loganin,244,1.35970927,0d darkness
"3,4-Dihydroxybenzoic acid",244,-0.872625712,0d darkness
Malic acid,244,-0.635542099,0d darkness
Mimosine,244,0.01407262,0d darkness
"N,N-Dimethylglycine",244,-0.620037909,0d darkness
N-Acetyl-L-Tyrosine,244,-2.626242082,0d darkness
Naringin,244,-1.298378078,0d darkness
N-Ethylmaleamic acid,244,0.370247252,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),244,-0.041626435,0d darkness
O-palmitoyl-L-Carnitine chloride,244,-0.059793765,0d darkness
Pantothenic acid (Vitamine B5) ,244,0.099059819,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,244,-0.909280433,0d darkness
3-Hydroxyphenylacetic acid,244,0.550616158,0d darkness
porphobilinogen,244,-0.426127681,0d darkness
Purine,244,-0.324210087,0d darkness
Pyroglutamic acid,244,-1.303039646,0d darkness
"Quercetin 3,7-dirhamnoside",244,-3.480620937,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,244,-5.727792995,0d darkness
Riboflavin ,244,-0.17115859,0d darkness
Rutin,244,-2.495293714,0d darkness
Saccharic acid,244,0.093131846,0d darkness
S-Adenosyl-L-Homocysteine,244,-0.575454747,0d darkness
Sedoheptulose,244,0.084077891,0d darkness
Serine,244,-1.134339579,0d darkness
Sinapoylglucose,244,-1.961156933,0d darkness
Succinoadenosine,244,0.226513892,0d darkness
"Trehalose, alpha,beta-",244,0.011284425,0d darkness
Tyrosine,244,-0.314294056,0d darkness
Uric acid,244,-1.528576049,0d darkness
Uridine,244,-0.636936688,0d darkness
Uridine-5'-diphosphogalactose,244,-0.795802437,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,245,-0.013711214,0d darkness
Phe-Val,245,-0.005316508,0d darkness
6-Hydroxymelatonin,245,-0.027421186,0d darkness
adenine,245,0.11784486,0d darkness
Adenosine,245,-0.820455224,0d darkness
Allantoic acid,245,-0.285109473,0d darkness
alpha-D-Galacturonic acid 1-phosphate,245,-0.719708611,0d darkness
alpha-Ketoglutaric acid,245,-0.915531208,0d darkness
Argininosuccinic acid,245,-1.005939115,0d darkness
Aspartic acid,245,-0.32000119,0d darkness
beta-Nicotinamide adenine dinucleotide,245,-0.67626348,0d darkness
Cellobiitol,245,0.012525537,0d darkness
Citric acid,245,1.465813691,0d darkness
Flavin Mononucleotide,245,0.052420289,0d darkness
Flavine adenine dinucleotide (FAD),245,-0.516347557,0d darkness
Formimino-L-Aspartic acid,245,0.288415591,0d darkness
Glucoalyssin,245,-2.231924043,0d darkness
Glucohirsutin,245,0.066742316,0d darkness
Glucoiberin,245,-1.523531189,0d darkness
Gluconic acid,245,0.151156367,0d darkness
"Glutamic acid, N-acetyl-",245,-0.835750898,0d darkness
Glutathione,245,-1.287598035,0d darkness
Guanosine,245,-1.008866783,0d darkness
2-Isopropylmalic acid,245,-0.345606452,0d darkness
Histidine,245,-1.751413396,0d darkness
Iminodiacetic acid,245,-0.27399951,0d darkness
Leucine,245,-1.097900241,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,245,-2.32274536,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,245,-3.963135289,0d darkness
Lactobionic acid,245,0.167245803,0d darkness
Lactulose,245,-0.140550144,0d darkness
Isoleucine,245,-1.21627268,0d darkness
Loganin,245,-0.540750691,0d darkness
"3,4-Dihydroxybenzoic acid",245,-0.918548775,0d darkness
Malic acid,245,-0.646108467,0d darkness
Mimosine,245,0.131366061,0d darkness
"N,N-Dimethylglycine",245,-0.57667814,0d darkness
N-Acetyl-L-Tyrosine,245,-2.190559782,0d darkness
Naringin,245,-0.808692047,0d darkness
N-Ethylmaleamic acid,245,0.180664062,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),245,0.050160676,0d darkness
O-palmitoyl-L-Carnitine chloride,245,-0.012558484,0d darkness
Pantothenic acid (Vitamine B5) ,245,0.345264793,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,245,-0.58554721,0d darkness
3-Hydroxyphenylacetic acid,245,0.698039524,0d darkness
porphobilinogen,245,-0.002950957,0d darkness
Purine,245,-0.717654332,0d darkness
Pyroglutamic acid,245,-1.18858353,0d darkness
"Quercetin 3,7-dirhamnoside",245,-3.557544388,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,245,-5.241423231,0d darkness
Riboflavin ,245,-0.14378439,0d darkness
Rutin,245,-2.386861619,0d darkness
Saccharic acid,245,0.627199044,0d darkness
S-Adenosyl-L-Homocysteine,245,-0.819419995,0d darkness
Sedoheptulose,245,0.245055616,0d darkness
Serine,245,-0.909023632,0d darkness
Sinapoylglucose,245,-2.198813748,0d darkness
Succinoadenosine,245,0.413836056,0d darkness
"Trehalose, alpha,beta-",245,0.199086653,0d darkness
Tyrosine,245,-0.532237075,0d darkness
Uric acid,245,-0.834046696,0d darkness
Uridine,245,-0.845208206,0d darkness
Uridine-5'-diphosphogalactose,245,-0.669918933,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,246,-0.013859015,0d darkness
Phe-Val,246,0.484407425,0d darkness
6-Hydroxymelatonin,246,-0.033430908,0d darkness
adenine,246,-0.430833749,0d darkness
Adenosine,246,-0.489251392,0d darkness
Allantoic acid,246,-0.365506024,0d darkness
alpha-D-Galacturonic acid 1-phosphate,246,-0.959949423,0d darkness
alpha-Ketoglutaric acid,246,-0.97287091,0d darkness
Argininosuccinic acid,246,-0.408762839,0d darkness
Aspartic acid,246,-0.43430744,0d darkness
beta-Nicotinamide adenine dinucleotide,246,-0.719542588,0d darkness
Cellobiitol,246,-0.014096953,0d darkness
Citric acid,246,1.533128725,0d darkness
Flavin Mononucleotide,246,-0.185487886,0d darkness
Flavine adenine dinucleotide (FAD),246,-0.477371645,0d darkness
Formimino-L-Aspartic acid,246,0.488448778,0d darkness
Glucoalyssin,246,-8.006387173,0d darkness
Glucohirsutin,246,-0.260856857,0d darkness
Glucoiberin,246,-1.463257911,0d darkness
Gluconic acid,246,0.05705413,0d darkness
"Glutamic acid, N-acetyl-",246,-0.737725126,0d darkness
Glutathione,246,-1.357423474,0d darkness
Guanosine,246,-0.402999055,0d darkness
2-Isopropylmalic acid,246,-0.225703803,0d darkness
Histidine,246,-2.063645655,0d darkness
Iminodiacetic acid,246,-0.280484337,0d darkness
Leucine,246,-1.118095137,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,246,-3.024298114,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,246,-2.932331034,0d darkness
Lactobionic acid,246,0.244881319,0d darkness
Lactulose,246,-0.313937336,0d darkness
Isoleucine,246,-1.43818075,0d darkness
Loganin,246,1.572977746,0d darkness
"3,4-Dihydroxybenzoic acid",246,-0.943696046,0d darkness
Malic acid,246,-0.573636884,0d darkness
Mimosine,246,0.073734107,0d darkness
"N,N-Dimethylglycine",246,-0.668723202,0d darkness
N-Acetyl-L-Tyrosine,246,-2.336923647,0d darkness
Naringin,246,-0.973922954,0d darkness
N-Ethylmaleamic acid,246,0.011233835,0d darkness
